Date	Treatment	Dye	Dilution	pop	count	Fungalight Green-H	Fungalight Red-H	sample
2023-11-21	1000	SYTO9	500	singlet	7003	11403	330	112123_dilutions_Experiment_Plate_1000_500.fcs
2023-11-21	1000	SYTO9	500	PI-positive	0	NA	NA	112123_dilutions_Experiment_Plate_1000_500.fcs
2023-11-21	1000	SYTO9	500	Intermediate	6508	11869.5	341	112123_dilutions_Experiment_Plate_1000_500.fcs
2023-11-21	1000	SYTO9	500	live	475	4963	132	112123_dilutions_Experiment_Plate_1000_500.fcs
2023-11-22	0	PI	1000	singlet	13530	72	60	112223_dilutions_Experiment_Plate_0_1000_p.fcs
2023-11-22	0	PI	1000	PI-positive	441	66	272	112223_dilutions_Experiment_Plate_0_1000_p.fcs
2023-11-22	0	PI	1000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_0_1000_p.fcs
2023-11-22	0	PI	1000	live	13089	72	59	112223_dilutions_Experiment_Plate_0_1000_p.fcs
2023-11-22	0	SYTO9	1000	singlet	13581	968	70	112223_dilutions_Experiment_Plate_0_1000.fcs
2023-11-22	0	SYTO9	1000	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_0_1000.fcs
2023-11-22	0	SYTO9	1000	Intermediate	235	5878	312	112223_dilutions_Experiment_Plate_0_1000.fcs
2023-11-22	0	SYTO9	1000	live	13346	956	69	112223_dilutions_Experiment_Plate_0_1000.fcs
2023-11-22	0	PI	2000	singlet	13759	73	60	112223_dilutions_Experiment_Plate_0_2000_p.fcs
2023-11-22	0	PI	2000	PI-positive	207	69	279	112223_dilutions_Experiment_Plate_0_2000_p.fcs
2023-11-22	0	PI	2000	Intermediate	2	2873	1572.5	112223_dilutions_Experiment_Plate_0_2000_p.fcs
2023-11-22	0	PI	2000	live	13550	73	59	112223_dilutions_Experiment_Plate_0_2000_p.fcs
2023-11-22	0	SYTO9	2000	singlet	16954	382	62	112223_dilutions_Experiment_Plate_0_2000.fcs
2023-11-22	0	SYTO9	2000	PI-positive	3	213	175	112223_dilutions_Experiment_Plate_0_2000.fcs
2023-11-22	0	SYTO9	2000	Intermediate	103	11966	314	112223_dilutions_Experiment_Plate_0_2000.fcs
2023-11-22	0	SYTO9	2000	live	16843	380	61	112223_dilutions_Experiment_Plate_0_2000.fcs
2023-11-22	0	PI	250	singlet	12190	73	62	112223_dilutions_Experiment_Plate_0_250_p.fcs
2023-11-22	0	PI	250	PI-positive	217	72	219	112223_dilutions_Experiment_Plate_0_250_p.fcs
2023-11-22	0	PI	250	Intermediate	2	2355	318.5	112223_dilutions_Experiment_Plate_0_250_p.fcs
2023-11-22	0	PI	250	live	11970	73	61	112223_dilutions_Experiment_Plate_0_250_p.fcs
2023-11-22	0	SYTO9	250	singlet	15334	3605.5	140	112223_dilutions_Experiment_Plate_0_250.fcs
2023-11-22	0	SYTO9	250	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_0_250.fcs
2023-11-22	0	SYTO9	250	Intermediate	6957	10198	316	112223_dilutions_Experiment_Plate_0_250.fcs
2023-11-22	0	SYTO9	250	live	8359	1915	90	112223_dilutions_Experiment_Plate_0_250.fcs
2023-11-22	0	PI	500	singlet	14555	71	63	112223_dilutions_Experiment_Plate_0_500_p.fcs
2023-11-22	0	PI	500	PI-positive	827	66	237	112223_dilutions_Experiment_Plate_0_500_p.fcs
2023-11-22	0	PI	500	Intermediate	3	2178	344	112223_dilutions_Experiment_Plate_0_500_p.fcs
2023-11-22	0	PI	500	live	13725	71	61	112223_dilutions_Experiment_Plate_0_500_p.fcs
2023-11-22	0	SYTO9	500	singlet	14982	1832	90	112223_dilutions_Experiment_Plate_0_500.fcs
2023-11-22	0	SYTO9	500	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_0_500.fcs
2023-11-22	0	SYTO9	500	Intermediate	1763	5607	224	112223_dilutions_Experiment_Plate_0_500.fcs
2023-11-22	0	SYTO9	500	live	13191	1714	85	112223_dilutions_Experiment_Plate_0_500.fcs
2023-11-22	10	PI	1000	singlet	11406	76	60	112223_dilutions_Experiment_Plate_10_1000_p.fcs
2023-11-22	10	PI	1000	PI-positive	115	73	936	112223_dilutions_Experiment_Plate_10_1000_p.fcs
2023-11-22	10	PI	1000	Intermediate	1	1135	848	112223_dilutions_Experiment_Plate_10_1000_p.fcs
2023-11-22	10	PI	1000	live	11290	76	59	112223_dilutions_Experiment_Plate_10_1000_p.fcs
2023-11-22	10	SYTO9	1000	singlet	10557	1215	73	112223_dilutions_Experiment_Plate_10_1000.fcs
2023-11-22	10	SYTO9	1000	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_10_1000.fcs
2023-11-22	10	SYTO9	1000	Intermediate	345	4389	236	112223_dilutions_Experiment_Plate_10_1000.fcs
2023-11-22	10	SYTO9	1000	live	10211	1188	72	112223_dilutions_Experiment_Plate_10_1000.fcs
2023-11-22	10	PI	2000	singlet	12384	76	60	112223_dilutions_Experiment_Plate_10_2000_p.fcs
2023-11-22	10	PI	2000	PI-positive	241	86	1034	112223_dilutions_Experiment_Plate_10_2000_p.fcs
2023-11-22	10	PI	2000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_10_2000_p.fcs
2023-11-22	10	PI	2000	live	12142	76	59	112223_dilutions_Experiment_Plate_10_2000_p.fcs
2023-11-22	10	SYTO9	2000	singlet	14229	464	63	112223_dilutions_Experiment_Plate_10_2000.fcs
2023-11-22	10	SYTO9	2000	PI-positive	1	81	165	112223_dilutions_Experiment_Plate_10_2000.fcs
2023-11-22	10	SYTO9	2000	Intermediate	121	7099	247	112223_dilutions_Experiment_Plate_10_2000.fcs
2023-11-22	10	SYTO9	2000	live	14104	462	63	112223_dilutions_Experiment_Plate_10_2000.fcs
2023-11-22	10	PI	250	singlet	11259	76	61	112223_dilutions_Experiment_Plate_10_250_p.fcs
2023-11-22	10	PI	250	PI-positive	136	76.5	800.5	112223_dilutions_Experiment_Plate_10_250_p.fcs
2023-11-22	10	PI	250	Intermediate	2	4019.5	374.5	112223_dilutions_Experiment_Plate_10_250_p.fcs
2023-11-22	10	PI	250	live	11120	76	60	112223_dilutions_Experiment_Plate_10_250_p.fcs
2023-11-22	10	SYTO9	250	singlet	13041	3437	144	112223_dilutions_Experiment_Plate_10_250.fcs
2023-11-22	10	SYTO9	250	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_10_250.fcs
2023-11-22	10	SYTO9	250	Intermediate	5770	6661.5	244.5	112223_dilutions_Experiment_Plate_10_250.fcs
2023-11-22	10	SYTO9	250	live	7258	2359.5	98	112223_dilutions_Experiment_Plate_10_250.fcs
2023-11-22	10	PI	500	singlet	10374	75	60	112223_dilutions_Experiment_Plate_10_500_p.fcs
2023-11-22	10	PI	500	PI-positive	140	82	945	112223_dilutions_Experiment_Plate_10_500_p.fcs
2023-11-22	10	PI	500	Intermediate	1	7471	281	112223_dilutions_Experiment_Plate_10_500_p.fcs
2023-11-22	10	PI	500	live	10233	75	60	112223_dilutions_Experiment_Plate_10_500_p.fcs
2023-11-22	10	SYTO9	500	singlet	12979	1639	83	112223_dilutions_Experiment_Plate_10_500.fcs
2023-11-22	10	SYTO9	500	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_10_500.fcs
2023-11-22	10	SYTO9	500	Intermediate	1142	4697.5	252	112223_dilutions_Experiment_Plate_10_500.fcs
2023-11-22	10	SYTO9	500	live	11835	1542	79	112223_dilutions_Experiment_Plate_10_500.fcs
2023-11-22	100	PI	1000	singlet	12606	70	60	112223_dilutions_Experiment_Plate_100_1000_p.fcs
2023-11-22	100	PI	1000	PI-positive	270	68	997.5	112223_dilutions_Experiment_Plate_100_1000_p.fcs
2023-11-22	100	PI	1000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_100_1000_p.fcs
2023-11-22	100	PI	1000	live	12336	70	59	112223_dilutions_Experiment_Plate_100_1000_p.fcs
2023-11-22	100	SYTO9	1000	singlet	12535	4499	126	112223_dilutions_Experiment_Plate_100_1000.fcs
2023-11-22	100	SYTO9	1000	PI-positive	1	305	1022	112223_dilutions_Experiment_Plate_100_1000.fcs
2023-11-22	100	SYTO9	1000	Intermediate	4690	8779	230	112223_dilutions_Experiment_Plate_100_1000.fcs
2023-11-22	100	SYTO9	1000	live	7840	2811.5	90	112223_dilutions_Experiment_Plate_100_1000.fcs
2023-11-22	100	PI	2000	singlet	14459	70	60	112223_dilutions_Experiment_Plate_100_2000_p.fcs
2023-11-22	100	PI	2000	PI-positive	395	69	923	112223_dilutions_Experiment_Plate_100_2000_p.fcs
2023-11-22	100	PI	2000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_100_2000_p.fcs
2023-11-22	100	PI	2000	live	14064	70	59	112223_dilutions_Experiment_Plate_100_2000_p.fcs
2023-11-22	100	SYTO9	2000	singlet	14188	1512	74	112223_dilutions_Experiment_Plate_100_2000.fcs
2023-11-22	100	SYTO9	2000	PI-positive	4	206.5	208	112223_dilutions_Experiment_Plate_100_2000.fcs
2023-11-22	100	SYTO9	2000	Intermediate	555	6921	194	112223_dilutions_Experiment_Plate_100_2000.fcs
2023-11-22	100	SYTO9	2000	live	13628	1448	72	112223_dilutions_Experiment_Plate_100_2000.fcs
2023-11-22	100	PI	250	singlet	13007	71	63	112223_dilutions_Experiment_Plate_100_250_p.fcs
2023-11-22	100	PI	250	PI-positive	664	70	712	112223_dilutions_Experiment_Plate_100_250_p.fcs
2023-11-22	100	PI	250	Intermediate	3	6071	241	112223_dilutions_Experiment_Plate_100_250_p.fcs
2023-11-22	100	PI	250	live	12339	71	61	112223_dilutions_Experiment_Plate_100_250_p.fcs
2023-11-22	100	SYTO9	250	singlet	14222	33112.5	1022	112223_dilutions_Experiment_Plate_100_250.fcs
2023-11-22	100	SYTO9	250	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_100_250.fcs
2023-11-22	100	SYTO9	250	Intermediate	12170	35264.5	1088	112223_dilutions_Experiment_Plate_100_250.fcs
2023-11-22	100	SYTO9	250	live	1513	675	69	112223_dilutions_Experiment_Plate_100_250.fcs
2023-11-22	100	PI	500	singlet	12307	71	60	112223_dilutions_Experiment_Plate_100_500_p.fcs
2023-11-22	100	PI	500	PI-positive	381	70	824	112223_dilutions_Experiment_Plate_100_500_p.fcs
2023-11-22	100	PI	500	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_100_500_p.fcs
2023-11-22	100	PI	500	live	11926	71	60	112223_dilutions_Experiment_Plate_100_500_p.fcs
2023-11-22	100	SYTO9	500	singlet	14893	13685	373	112223_dilutions_Experiment_Plate_100_500.fcs
2023-11-22	100	SYTO9	500	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_100_500.fcs
2023-11-22	100	SYTO9	500	Intermediate	11582	17271	468	112223_dilutions_Experiment_Plate_100_500.fcs
2023-11-22	100	SYTO9	500	live	3257	1451	79	112223_dilutions_Experiment_Plate_100_500.fcs
2023-11-22	1000	PI	1000	singlet	8247	67	1165	112223_dilutions_Experiment_Plate_1000_1000_p.fcs
2023-11-22	1000	PI	1000	PI-positive	8183	67	1168	112223_dilutions_Experiment_Plate_1000_1000_p.fcs
2023-11-22	1000	PI	1000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_1000_1000_p.fcs
2023-11-22	1000	PI	1000	live	64	60.5	100	112223_dilutions_Experiment_Plate_1000_1000_p.fcs
2023-11-22	1000	SYTO9	1000	singlet	8054	4426	130	112223_dilutions_Experiment_Plate_1000_1000.fcs
2023-11-22	1000	SYTO9	1000	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_1000_1000.fcs
2023-11-22	1000	SYTO9	1000	Intermediate	2733	6792	201	112223_dilutions_Experiment_Plate_1000_1000.fcs
2023-11-22	1000	SYTO9	1000	live	5321	3539	104	112223_dilutions_Experiment_Plate_1000_1000.fcs
2023-11-22	1000	PI	2000	singlet	9115	66	1188	112223_dilutions_Experiment_Plate_1000_2000_p.fcs
2023-11-22	1000	PI	2000	PI-positive	9072	66.5	1191	112223_dilutions_Experiment_Plate_1000_2000_p.fcs
2023-11-22	1000	PI	2000	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_1000_2000_p.fcs
2023-11-22	1000	PI	2000	live	43	65	98	112223_dilutions_Experiment_Plate_1000_2000_p.fcs
2023-11-22	1000	SYTO9	2000	singlet	9914	1840	80	112223_dilutions_Experiment_Plate_1000_2000.fcs
2023-11-22	1000	SYTO9	2000	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_1000_2000.fcs
2023-11-22	1000	SYTO9	2000	Intermediate	233	3984	173	112223_dilutions_Experiment_Plate_1000_2000.fcs
2023-11-22	1000	SYTO9	2000	live	9679	1820	80	112223_dilutions_Experiment_Plate_1000_2000.fcs
2023-11-22	1000	PI	250	singlet	8433	67	667	112223_dilutions_Experiment_Plate_1000_250_p.fcs
2023-11-22	1000	PI	250	PI-positive	8367	67	669	112223_dilutions_Experiment_Plate_1000_250_p.fcs
2023-11-22	1000	PI	250	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_1000_250_p.fcs
2023-11-22	1000	PI	250	live	63	64	79	112223_dilutions_Experiment_Plate_1000_250_p.fcs
2023-11-22	1000	SYTO9	250	singlet	9826	37728.5	1127	112223_dilutions_Experiment_Plate_1000_250.fcs
2023-11-22	1000	SYTO9	250	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_1000_250.fcs
2023-11-22	1000	SYTO9	250	Intermediate	9734	37647	1126	112223_dilutions_Experiment_Plate_1000_250.fcs
2023-11-22	1000	SYTO9	250	live	25	411	77	112223_dilutions_Experiment_Plate_1000_250.fcs
2023-11-22	1000	PI	500	singlet	7405	67	972	112223_dilutions_Experiment_Plate_1000_500_p.fcs
2023-11-22	1000	PI	500	PI-positive	7338	67	976.5	112223_dilutions_Experiment_Plate_1000_500_p.fcs
2023-11-22	1000	PI	500	Intermediate	0	NA	NA	112223_dilutions_Experiment_Plate_1000_500_p.fcs
2023-11-22	1000	PI	500	live	65	64	102	112223_dilutions_Experiment_Plate_1000_500_p.fcs
2023-11-22	1000	SYTO9	500	singlet	9603	15187	424	112223_dilutions_Experiment_Plate_1000_500.fcs
2023-11-22	1000	SYTO9	500	PI-positive	0	NA	NA	112223_dilutions_Experiment_Plate_1000_500.fcs
2023-11-22	1000	SYTO9	500	Intermediate	9380	15372.5	430	112223_dilutions_Experiment_Plate_1000_500.fcs
2023-11-22	1000	SYTO9	500	live	223	5524	137	112223_dilutions_Experiment_Plate_1000_500.fcs
